Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,005930.KS,AAPL,NVDA,005930.KS,AAPL,NVDA,005930.KS,AAPL,NVDA,005930.KS,AAPL,NVDA,005930.KS,AAPL,NVDA
Date,,,,,,,,,,,,,,,
2023-10-16,64781.671875,176.98641967773438,46.06785202026367,65936.76855033432,177.34292828713865,46.197772707429415,64300.3815936107,174.79784999846225,44.88554631741198,65359.22021266716,175.0355274416581,45.036458356873474,12599299.0,52517000.0,375099000.0
2023-10-17,66803.078125,175.43167114257812,43.9121208190918,67284.36831322046,176.6893566043469,44.72764209675683,64877.91737211816,173.10447478206885,42.45497937899436,65166.69148505043,174.9365210517317,43.97408457640043,17299253.0,57549400.0,812333000.0
2023-10-18,67861.9140625,174.13433837890625,42.171142578125,67861.9140625,175.85746571988707,43.19354257835518,66225.5274822695,173.41142365141627,41.80036274107,66321.7855164007,173.87686583356435,42.565910351376075,16493184.0,54764400.0,627294000.0
2023-10-19,66899.3359375,173.75808715820312,42.076202392578125,67380.62612410072,176.114991459484,43.27149704183871,66803.07790017985,173.49070186176996,41.85732962426039,67091.85201214028,174.33244800123364,42.78578325627493,13985012.0,59302900.0,501233000.0
2023-10-20,66225.53125,171.2030792236328,41.36262512207031,66610.56340843023,173.71843472751576,42.44498744497046,65551.72497274709,170.96540176933075,41.053805193919466,66321.78928960756,173.60950111647477,41.865327220586586,15204495.0,64244000.0,477266000.0
2023-10-23,65840.5078125,171.3218994140625,42.94968795776367,66514.31417900219,172.32209697076135,43.222529794895785,65647.99170778508,168.28167117128655,40.92088476471772,66129.28196957236,169.25217604772806,41.20471789682862,11625959.0,55980100.0,478530000.0
2023-10-24,65936.7578125,171.75762939453125,43.63727951049805,66225.53193430656,171.985394156852,43.671259880071666,65166.69348768248,169.7869270122857,42.66585573528576,66129.27389370438,171.3714130102576,43.05162614435632,12791710.0,43816600.0,401463000.0
2023-10-25,65455.46875,169.4403533935547,41.75438690185547,66225.53308823529,171.38133313025827,43.62428687299592,65359.21070772059,168.99470625930118,41.53051983848515,66225.53308823529,170.2127862637829,43.372432614254315,10610703.0,57157000.0,398379000.0
2023-10-26,64204.1171875,165.2711639404297,40.30224609375,65359.213748594455,169.71761631425704,42.231109527965074,64204.1171875,164.06299674951495,39.85650966502812,64492.891327773614,168.71740365821697,41.82834703800738,15517624.0,70625300.0,541001000.0
2023-10-27,64781.671875,166.58827209472656,40.47614288330078,64781.671875,167.32109955610002,41.181728284669475,64204.12353733284,165.21175565878588,39.99142796964453,64589.15576244428,165.29098147440297,41.105772840082615,11334726.0,58499100.0,416784000.0
2023-10-30,64781.671875,168.63819885253906,41.136756896972656,65262.9621563893,169.50966778359705,41.74140011545999,64204.12353733284,167.23197451155576,40.45715708839421,64300.3815936107,167.3805285943209,41.06280298137389,10139270.0,51131000.0,388028000.0
2023-10-31,64396.625,169.11354064941406,40.7559814453125,65744.2374813154,169.24226937820893,40.85492597583814,64396.625,166.27136928302133,39.206895078542935,65070.4312406577,167.70731641765212,40.42617778091217,14488892.0,44846000.0,517969000.0
2023-11-01,66033.015625,172.2825164794922,42.300071716308594,66321.78974580904,172.53998907588377,42.35603848881298,64781.661101494166,168.46985489806465,40.844928006293706,64974.17718203353,169.34132385628374,40.85991856143589,13775256.0,56934900.0,437593000.0
2023-11-02,67091.8671875,175.84759521484375,43.480377197265625,67380.64136477762,176.05554977286621,43.85815292316833,66803.09301022238,173.75806140886317,42.868738129165685,67380.64136477762,173.8174769968696,43.302480629276204,16350031.0,77334800.0,409172000.0
2023-11-03,66995.6015625,174.93650817871094,44.97848892211914,67573.1498518319,175.10487249469713,45.28230687928524,66899.34351427802,171.66852990822986,43.69724264528921,67091.85961072198,172.5498964006483,43.99406856905828,10322234.0,79829200.0,424610000.0
2023-11-06,68246.9609375,177.49148559570312,45.72405242919922,68246.9609375,177.68954259678722,45.90794597594991,66706.8320587976,174.50079012453784,44.87255306180776,67188.12233339211,174.66913933099835,45.25832729646328,22228489.0,63841300.0,400733000.0
2023-11-07,68246.9609375,180.05636596679688,45.92793273925781,68246.9609375,180.67034717470034,46.190774498668894,67380.63844322991,177.23400472320088,45.13140131544397,67958.1867727433,177.44195927584823,45.69207169045335,17228731.0,70530000.0,343165000.0
2023-11-08,67284.375,181.115966796875,46.54656982421875,68728.2457081545,181.67053238037917,46.839396518994945,67091.8589055794,179.8285737718667,45.94092394446473,68631.9876609442,180.5812114444328,46.072846167662064,12901310.0,49340300.0,346719000.0
2023-11-09,67669.4140625,180.64064025878906,46.922340393066406,68150.70434743955,182.3340449245472,48.201585067164196,66995.60766358464,180.04645416963677,46.72245745962616,67284.38183454836,181.18530832204868,47.43903409699533,12301373.0,53763500.0,540496000.0
2023-11-10,67861.9140625,184.8351287841797,48.30652618408203,67861.9140625,185.00371491529177,48.443446517904555,66899.33372118794,181.98922784820692,47.25514775060462,67380.62389184398,182.425536381392,47.47201897601796,9684347.0,66133400.0,421245000.0
2023-11-13,67765.6640625,183.24856567382812,48.59135437011719,68631.98647238992,184.46823531200093,49.0870643467763,67669.40601695668,182.66352248721634,48.07066140972394,68631.98647238992,184.26000678217753,48.29153187815876,9246919.0,43627500.0,384136000.0
2023-11-14,68150.703125,185.8663787841797,49.626747131347656,68439.47729078389,186.5307520867399,49.804643679009864,67958.1870144774,184.73595008374065,49.01111268540679,68343.2192355226,186.12419054719692,49.65073506752464,9567984.0,60108400.0,416954000.0
2023-11-15,69498.3125,186.43161010742188,48.85920333862305,69498.3125,187.90910668353808,49.93057048121235,68824.50614612189,186.20354524355434,48.17160887491718,68920.7641966759,186.2729648412074,49.905587494765264,20148677.0,53790500.0,475497000.0
2023-11-16,70075.859375,188.11734008789062,49.45085525512695,70268.37547218407,189.35684600106327,49.49583073208514,69594.56913203983,187.06622636374277,48.30153490578404,69787.0852292239,187.9785160308428,48.65032836479482,15860451.0,54412900.0,339756000.0
2023-11-17,69787.0703125,188.09750366210938,49.26896286010742,70268.3604525862,188.78171334674664,49.68771478002095,69594.55425646552,186.98691120628507,48.97813389873992,69594.55425646552,188.65279989002153,49.49482766776376,11494644.0,50922700.0,325205000.0
2023-11-20,69979.59375,189.84271240234375,50.37930679321289,70268.36786451169,190.29885721130628,50.5182248537623,69402.04552097662,188.28590092727276,49.15202951055082,69402.04552097662,188.29581152699646,49.28295286302151,10610157.0,46505100.0,414120000.0
2023-11-21,70075.859375,189.03952026367188,49.91457748413086,70653.4076665522,189.91213724546566,50.48723796925796,69979.60132640797,188.14708208188244,49.19300270316688,70364.6335207761,189.80306012274144,50.096469472210146,9712881.0,38134500.0,565747000.0
2023-11-22,70075.859375,189.7039031982422,48.68730163574219,70268.37547218407,191.31029805901488,50.305347385214155,69209.5369376717,189.22793715258507,47.66190506313219,69498.3110834478,189.88239992204348,49.82263401876184,11105143.0,39617700.0,899420000.0
2023-11-23,69690.8125,,,70460.87672651935,,,69498.29644337017,,,70268.3606698895,,,6775614.0,,
2023-11-24,69017.015625,188.37515258789062,47.747859954833984,69883.33799686193,189.2973377280717,48.89218598438888,69017.015625,187.66119596873028,47.71687617098167,69690.82191422593,189.26759079649733,48.44145141892708,6676685.0,24048300.0,294645000.0
2023-11-27,68631.9921875,188.1966552734375,48.213584899902344,69402.05661597125,189.0692722786972,48.50141346161061,68439.47608038218,187.31412766791345,47.62393227136599,68824.50829461782,188.3255687303111,47.77184390637924,9113857.0,40552600.0,395662000.0
2023-11-28,69979.59375,188.80152893066406,47.79283142089844,69979.59375,189.47582799498892,48.29453844522679,68631.9812156121,187.8099242301234,47.445036828306066,68728.23925378267,188.1867388581487,48.20758789085354,13283081.0,38415400.0,401491000.0
2023-11-29,69979.59375,187.78018188476562,48.11164474487305,70075.85178817056,190.47734794655034,48.73328003145955,69498.30355914719,187.3835460471391,47.83181088593398,69690.81963548831,189.2973359031836,48.35050619942494,9283933.0,43014200.0,382005000.0
2023-11-30,70075.859375,188.3553009033203,46.74245071411133,70075.859375,188.72220491397636,48.08166154319405,69498.3110834478,186.61008216023393,46.3946561295748,69979.60132640797,188.24622378620953,47.99570985279465,15783714.0,48794400.0,526247000.0
2023-12-01,69305.7890625,189.63449096679688,46.737457275390625,69787.07926432292,189.95179660734362,47.172202455851924,69017.01494140625,187.64135580786584,46.15979857134605,69690.82122395834,188.73212704562349,46.49760075768486,9871284.0,45704800.0,369317000.0
2023-12-04,69883.34375,187.83969116210938,45.48318862915039,70172.11789772726,188.454496430777,46.04985595451796,69690.82765151515,185.8763178825686,44.9834831764298,70075.85984848485,188.3850768316175,46.04985595451796,10229267.0,43389500.0,437543000.0
2023-12-05,68535.734375,191.7961883544922,46.542667388916016,69690.83102176966,192.76795676998717,46.57664693505586,68535.734375,188.58338352707358,45.24831433854384,69594.57296787218,188.61314558971708,45.44321631785002,12129682.0,66628400.0,371718000.0
2023-12-06,69017.015625,190.7054443359375,45.480194091796875,69402.04779027196,193.12494736273675,47.36325259148531,68920.757583682,190.4972006683192,45.389240093841764,69113.27366631798,192.81755229252437,47.19133790635441,8123087.0,41089700.0,380590000.0
2023-12-07,68824.5,192.63905334472656,46.57264709472656,69209.53216783218,193.3629205543118,46.605631500937335,68439.46783216784,191.96475426663108,45.58114369836872,69113.27412587413,192.0044269286476,45.67709625491712,8862017.0,47477700.0,350823000.0
2023-12-08,69883.34375,194.06695556640625,47.4821891784668,70075.85984848485,194.3446036620394,47.71707199991906,69209.53740530302,192.04407357743747,46.526667071393376,69402.05350378787,192.56962283922067,46.57164649877913,10859463.0,53406400.0,359224000.0
2023-12-11,70268.375,191.55816650390625,46.60363006591797,70268.375,191.86557663509012,47.50717632201845,69498.31061643836,189.81294788102187,45.80703244000096,70075.8589041096,191.4887620508994,47.46719926720655,9861960.0,60943700.0,509728000.0
2023-12-12,70749.65625,193.0753631591797,47.633113861083984,70749.65625,193.08527375940776,47.642108221332236,70364.62410714285,190.11045957675134,46.02292129903264,70557.14017857143,191.45904261144975,46.02292129903264,13758646.0,52696900.0,372387000.0
2023-12-13,70075.859375,196.29806518554688,48.06390380859375,70749.66571514423,196.33772271445184,48.5696507647958,70075.859375,193.21417408717826,47.584144799570055,70557.14961796017,193.45214952198077,47.60513418472511,13116766.0,70404200.0,447792000.0
2023-12-14,70364.625,196.44680786132812,48.325767517089844,71519.72144322845,197.94412551234106,48.64560684171551,69787.07677838577,194.51318172109634,47.39823500078961,71327.20536935705,196.3575670696298,48.36574838586443,27567593.0,66831600.0,391232000.0
2023-12-15,70557.140625,195.91134643554688,48.86549758911133,71230.9468792633,196.734365015635,49.379239930936926,70460.88258867667,195.34612449787411,48.095883026170014,71038.43080661664,195.87167377464695,48.16984725179435,15419815.0,128538400.0,479948000.0
2023-12-18,70172.109375,194.2454376220703,50.05189895629883,70653.3995627572,194.97923052273018,50.40771950748238,70075.85133744856,192.75803062150393,49.12536546850417,70557.14152520576,194.44375552934187,49.375240157941555,9690551.0,55751900.0,412587000.0
2023-12-19,70653.3984375,195.28663635253906,49.579139709472656,70653.3984375,195.29654695271066,49.67509226753452,70075.85022138964,194.24544836840317,48.870495409966274,70268.36629342643,194.51318587990949,49.39922961630302,8907632.0,40714100.0,464444000.0
2023-12-20,72001.015625,193.19435119628906,48.08688735961914,72097.27366727941,196.0204155959587,49.97394160292545,71038.43520220587,193.19435119628906,48.07389338703891,71423.46737132352,195.24696511767544,49.63011224279049,16870156.0,52242800.0,397894000.0
2023-12-21,72193.53125,193.04559326171875,48.965450286865234,72193.53125,195.42545358966169,49.07039720846896,71519.72495833333,191.875506993429,48.39473348540278,71808.49908333334,194.45368523269553,48.78653913884223,13478766.0,46482500.0,300425000.0
2023-12-22,73059.8671875,191.97467041015625,48.80552673339844,73444.89942564229,193.7694724442452,49.358247143122306,72578.57688982214,191.34995462543642,48.442705904447216,72963.60912796443,193.54139247575878,49.17034164902082,14515608.0,37149600.0,252507000.0
2023-12-26,73733.6640625,191.42930603027344,49.25429916381836,73829.92210957898,192.2622504150879,49.575137414585996,72867.34163878916,191.21115176796184,48.93545881250647,73252.3738271051,191.9846022868164,48.94345422311468,13164909.0,28919300.0,244200000.0
2023-12-27,75436.796875,191.52845764160156,49.39223098754883,75436.796875,191.8755253676685,49.655099654508746,73986.08924278847,189.48575421105227,49.06039666080748,74179.51692708334,190.87400998463178,49.486185641923775,20651042.0,48087700.0,233648000.0
2023-12-28,75920.3515625,191.95484924316406,49.49718475341797,75920.3515625,193.0257841884141,49.85900287352758,74953.21332603502,191.5482876644632,49.38723926244384,75146.64097332802,192.51014548202977,49.61812631860382,17797536.0,34049900.0,246587000.0
2023-12-29,,190.91366577148438,49.49718475341797,,192.76796185552627,49.971949026916626,,190.12037892679615,48.72657117950849,,192.27215946893213,49.7880393044469,,42672100.0,389293000.0
2024-01-02,76984.2109375,184.0814971923828,48.143856048583984,77177.63860317212,186.85799339797134,49.27029006493009,75630.21727779522,182.34618895522584,47.57114520519551,75630.21727779522,185.5788148528252,49.21931693922932,17142847.0,82488700.0,411254000.0
2024-01-03,74469.6640625,182.7032012939453,47.545162200927734,76210.51335227273,184.31952210922134,48.15985187353123,74469.6640625,181.89007802002808,47.29628643215799,75920.37180397726,182.6734543576498,47.46120466150454,21753644.0,58414500.0,320896000.0
2024-01-04,74082.796875,180.38282775878906,47.97394561767578,74759.79371328329,181.552914127362,48.47569292887805,73599.22770479765,179.36147605378457,47.48418951664503,73599.22770479765,180.62080322049852,47.74305858328899,15324439.0,71983600.0,306535000.0
2024-01-05,74082.796875,179.65895080566406,49.0723876953125,74566.36604520235,181.22568820887324,49.522162871947465,73889.36920691906,178.6574354024576,48.28178385920585,74179.51070904046,180.46216340525032,48.43770769973895,11304316.0,62379700.0,415039000.0
2024-01-08,73986.0859375,184.00216674804688,52.22681427001953,74953.22431576798,184.04183940945515,52.248806418013224,73889.3720996732,179.9762540642685,49.45420606560053,74469.655126634,180.56129720920066,49.48719047480535,11088724.0,59144500.0,642510000.0
2024-01-09,72245.234375,183.58570861816406,53.11336898803711,75146.64941014056,183.59561921893004,54.29777651370217,71858.37903698125,181.19593746369003,51.66409487363166,74856.5079066265,182.37594957443397,52.37474091414494,26019249.0,42841800.0,773100000.0
2024-01-10,71181.3828125,184.6268768310547,54.3227653503418,72728.80417798914,184.8351053395885,54.57264008297959,70794.52747112772,182.3759299825551,53.462196710132666,72535.376507303,182.8023278606972,53.58913578901618,20259529.0,46792900.0,533796000.0
2024-01-11,70794.53125,184.03192138671875,54.794525146484375,71181.38661202186,185.4796709750172,55.3182646237258,70310.96204747267,182.07845882443647,53.53316035979794,70504.3897284836,184.97394287034564,54.971438397001265,57691266.0,49128400.0,596759000.0
2024-01-12,70697.8203125,184.35914611816406,54.68257522583008,71664.95875726744,185.17226924419936,54.942447033748536,70407.67877906977,183.63527891547233,54.30276844931097,70601.10646802325,184.49797017252533,54.59262018659447,13038939.0,40477800.0,352994000.0
2024-01-15,71471.53125,,,71568.2450947226,,,70794.53433694181,,,70794.53433694181,,,2957915.0,,
2024-01-16,70214.25,182.08836364746094,56.35374450683594,71278.10227272726,182.71306427754865,56.80651660434578,70117.53615702479,179.4110190331086,54.87248875685251,71084.67458677686,180.630703626113,54.990429652443055,14760415.0,65603000.0,449580000.0
2024-01-17,68666.828125,181.14634704589844,56.0249137878418,70891.24650088028,181.39424823145328,56.44270360003648,68666.828125,178.786338048284,54.71257199394214,70697.81881602113,179.74819585869176,56.31876518619403,22683660.0,47317400.0,474394000.0
2024-01-18,69343.8203125,187.04640197753906,57.0783805847168,69633.96182008368,187.55211493445296,57.57113355960741,68376.68195388773,184.26990575318283,56.07888171171816,69247.10647663877,184.52771753168435,57.23130379027645,17853397.0,78005800.0,491650000.0
2024-01-19,72245.234375,189.95179748535156,59.46118927001953,72245.234375,190.33852272040096,59.470183631396026,70601.09918842034,187.23481023986653,57.19632214390486,71084.66836094378,187.74052319933506,57.9599392307051,23363427.0,68903000.0,543501000.0
2024-01-22,72632.09375,192.26223754882812,59.62410354614258,73502.51830892144,193.69015075906108,60.30076621768796,72535.37991011984,190.64591702187175,59.04039658553907,73405.80446904128,190.68558968364889,60.018906048230285,19673375.0,60133900.0,452955000.0
2024-01-23,72728.8125,193.54141235351562,59.842994689941406,73309.09557845745,194.10663433692045,59.879974896146315,71858.38788231382,192.20275498822556,58.555638180668645,73212.38173204787,193.38276708914043,59.54014514062131,14786224.0,42355600.0,294654000.0
2024-01-24,71568.25,192.86712646484375,61.33124542236328,72728.81621621622,194.73134826169684,62.81749966312902,71084.68074324324,192.7084660713482,59.90795933203634,72728.81621621622,193.77940103141137,60.27377702467032,12860661.0,53631300.0,560271000.0
2024-01-25,71664.953125,192.53988647460938,61.586116790771484,72341.94998313091,194.62226243680658,62.687565633845296,71278.09777749663,191.48878789336808,60.81949912329837,71761.66696187585,193.58107445570798,62.3187472904737,11737747.0,54822100.0,482777000.0
2024-01-26,70987.953125,190.80458068847656,61.00041198730469,72051.80528354904,193.1249321296598,61.75203783033358,70891.23929240463,190.3286146537771,60.54264514796327,71278.0946227861,192.63905549468925,60.92944842366768,11160062.0,44594000.0,390309000.0
2024-01-29,71955.078125,190.120361328125,62.43369674682617,72728.78864247313,190.5864167388377,62.4576829809529,71084.65379284274,187.98841731539085,60.876478857453996,71374.79523689517,190.39800942846193,61.20131293830937,13976521.0,47145600.0,348733000.0
2024-01-30,71858.375,186.46131896972656,62.74253463745117,72825.51329071332,190.18976188224391,63.46117602894952,71278.09202557201,185.89611222585813,62.2287923258603,72535.37180349932,189.33698133636867,62.86847474739579,12244418.0,55859400.0,410735000.0
2024-01-31,70310.9609375,182.85191345214844,61.49617004394531,71568.24084422283,185.5292584344751,62.237798816895705,70117.53325954264,182.8023453182215,60.66958477846298,70987.95781035075,185.46974943852436,61.409211838884005,15703560.0,55467800.0,453795000.0
2024-02-01,71181.3828125,185.29127502441406,62.99541091918945,71761.66582455843,185.38051582576702,63.15933018552209,70504.38596509851,182.27680306565713,61.61910217787421,70601.09980044157,182.44537406733116,62.068873584965374,19881033.0,64885400.0,369146000.0
2024-02-02,72728.8125,184.28973388671875,66.12684631347656,72728.8125,185.75730456104918,66.56662061369005,71278.10480385637,177.7451370154647,63.658079168244704,71568.2463430851,178.35001646911297,63.94193723275367,14955881.0,102551700.0,476578000.0
2024-02-05,71858.375,186.1043701171875,69.2972640991211,72341.94414535667,187.6611968198497,69.46218234609371,71084.66436742934,184.27982102914154,67.17133086411414,71761.66117092867,186.57042555488334,68.19081646972332,19026021.0,69668800.0,680078000.0
2024-02-06,71955.078125,187.7107696533203,68.18881225585938,72245.21956905242,187.72068025311026,69.71904328530657,70891.22616347446,185.2020110139772,66.26677937017486,71858.36431031587,185.2912518041467,69.59510487406826,14559254.0,43490800.0,683111000.0
2024-02-07,72535.375,187.8198699951172,70.0638656616211,73018.94416666667,189.44610127224303,70.1848072130282,71858.37816666666,187.02658312392904,67.56611760223609,72148.51966666666,189.03953967028943,68.28475901119934,16566445.0,53439000.0,495575000.0
2024-02-08,71664.953125,186.739013671875,69.60609436035156,72728.80533063428,187.94875754592414,70.75851634793179,71181.38394062078,185.77715585449096,69.42019057387394,72535.37765688259,187.8000228857875,70.03887599609345,20810708.0,40962000.0,414422000.0
2024-02-09,,187.50352478027344,72.09685516357422,,188.63539609029752,72.14882343134643,,186.65957913376621,70.17681258949254,,187.304938639922,70.49765087243433,,45155200.0,436637000.0
2024-02-12,,185.8156280517578,72.21178436279297,,187.32479480430874,74.57359879264203,,185.45819421957458,71.21428354571269,,187.0765772861258,72.5636052877806,,41781900.0,613710000.0
2024-02-13,72728.8125,183.72067260742188,72.09185791015625,72728.8125,184.88234393093236,73.41319410596859,71955.1017287234,182.20158259974826,69.58511896051495,72341.9571143617,184.4454786725173,70.36472691376362,21966745.0,56529500.0,602580000.0
2024-02-14,71568.25,182.83702087402344,73.86297607421875,71858.39155405406,184.2071864451767,74.19880626705748,71278.10844594595,181.13922150541597,71.9019610905451,71278.10844594595,183.9986922104331,73.1653277390137,12434945.0,54630500.0,504917000.0
2024-02-15,70794.53125,182.54908752441406,72.62158203125,71955.09733606558,183.17460050228618,73.93792331267274,70601.10356898907,180.05698915939104,72.36371572931519,71761.66965505465,182.2413002337134,73.8319812576461,14120600.0,65434500.0,420122000.0
2024-02-16,70407.6796875,181.0101318359375,72.57660675048828,70987.96276184752,183.53203018346474,74.36471160286108,70117.53815032623,180.37469562592958,72.46466337072968,70891.24891612293,182.11221816970058,74.06286100719595,13444781.0,49752500.0,495327000.0
2024-02-19,71374.8203125,,,71471.53416116192,,,70407.68182588076,,,70407.68182588076,,,12726404.0,,
2024-02-20,70891.2421875,180.26547241210938,69.41719818115234,71278.09753368008,181.12926445278407,71.91994112607156,70407.6730047749,178.7165976564194,67.70005682448759,71278.09753368008,180.49382826711656,71.91094295214619,14681477.0,53665600.0,704833000.0
2024-02-21,70601.1015625,181.0200653076172,67.43818664550781,71278.09842679795,181.5859933284812,68.85347738557593,70504.38772474315,179.3718974749363,66.21480102707116,70987.9569135274,180.64276986037862,67.97191561607241,11503495.0,41371400.0,673755000.0
2024-02-22,70697.8203125,183.05543518066406,78.49864959716797,71471.53106831395,183.64123998867086,78.53562599449027,70310.96493459302,181.1590650140456,74.18281239029882,71374.8172238372,182.17178149569722,74.98740934032327,15208934.0,52292200.0,865100000.0
2024-02-23,70504.3828125,181.21864318847656,78.77750396728516,71761.66261574074,183.72066477086588,82.35270728551444,70504.3828125,180.9307023940782,77.53112722629109,71181.37962962962,183.6908798817894,80.74951481547919,16225166.0,45119700.0,829388000.0
2024-02-26,70407.6796875,179.86834716796875,79.0523681640625,70794.53507039836,181.45693020455124,80.60559027528652,69827.39661315246,179.36197373162466,78.46565670997347,69924.11045887705,180.94064867140935,79.66005756473585,14669352.0,40867400.0,503973000.0
2024-02-27,70504.3828125,181.32786560058594,78.66155242919922,70987.95196759258,182.60866132395924,79.44016895851776,70310.95515046296,178.27974721589908,77.12332991849851,70697.81047453704,179.8087756065873,79.34121192660028,13201981.0,54318900.0,391705000.0
2024-02-28,70794.53125,180.12649536132812,77.62407684326172,71471.52813353825,181.81437153541262,78.89343695625473,70407.67588797814,178.84569957246276,77.08634447899664,70504.3897284836,181.20872015618278,77.5810991271791,11795859.0,48953900.0,393110000.0
2024-02-29,70987.953125,179.46127319335938,79.07235717773438,70987.953125,181.26830407372196,79.94991557245726,69633.95946866485,178.2499704416867,78.31073797222054,70214.24246423706,179.97756989489093,79.05436845454679,21176403.0,136682600.0,507289000.0
